,Metric,Value,"[theta,neighbour]"
2,ECT,0.9346770769057883,"[0.05, 100]"
3,RNSB,0.020030207154338835,"[0.05, 100]"
4,RND,0.013715740454621707,"[0.05, 100]"
5,RIPA,0.01350047904998064,"[0.05, 100]"
0,WEAT,0.05011796786930513,"[0.1, 100]"
1,WEATES,0.4494459203452449,"[0.1, 100]"
2,ECT,0.9228906325064018,"[0.1, 100]"
3,RNSB,0.023542782613897202,"[0.1, 100]"
4,RND,0.01604781122443987,"[0.1, 100]"
5,RIPA,0.01608067750930786,"[0.1, 100]"
0,WEAT,0.0518653325023795,"[0.02, 200]"
1,WEATES,0.31315343039830773,"[0.02, 200]"
2,ECT,0.8245357300520614,"[0.02, 200]"
3,RNSB,0.020100459697114527,"[0.02, 200]"
4,RND,0.009301828981114452,"[0.02, 200]"
5,RIPA,0.009770210832357407,"[0.02, 200]"
0,WEAT,0.052826536095866156,"[0.05, 200]"
1,WEATES,0.362134166546035,"[0.05, 200]"
2,ECT,0.8767886525588353,"[0.05, 200]"
3,RNSB,0.02139213814986252,"[0.05, 200]"
4,RND,0.012171930161845805,"[0.05, 200]"
5,RIPA,0.01202255580574274,"[0.05, 200]"
0,WEAT,0.04562344185531526,"[0.1, 200]"
1,WEATES,0.4034741250512548,"[0.1, 200]"
2,ECT,0.9156364193292519,"[0.1, 200]"
3,RNSB,0.022774562157951407,"[0.1, 200]"
4,RND,0.016595473590890888,"[0.1, 200]"
5,RIPA,0.017157070338726044,"[0.1, 200]"
0,WEAT,0.08947484137306319,"[0.02, 50]"
1,WEATES,0.47625923054781133,"[0.02, 50]"
2,ECT,0.7304344163343405,"[0.02, 50]"
3,RNSB,0.035049911973943394,"[0.02, 50]"
4,RND,0.023114983319344987,"[0.02, 50]"
5,RIPA,0.0166196059435606,"[0.02, 50]"
0,WEAT,0.1243709027927814,"[0.05, 50]"
1,WEATES,0.6297280821693908,"[0.05, 50]"
2,ECT,0.7192540597076335,"[0.05, 50]"
3,RNSB,0.04476543989118179,"[0.05, 50]"
4,RND,0.02396783490593603,"[0.05, 50]"
5,RIPA,0.018238449469208717,"[0.05, 50]"
0,WEAT,0.10644930364750056,"[0.1, 50]"
1,WEATES,0.6237071071778642,"[0.1, 50]"
2,ECT,0.7387135732852043,"[0.1, 50]"
3,RNSB,0.03891281470561929,"[0.1, 50]"
4,RND,0.02143579963525452,"[0.1, 50]"
5,RIPA,0.016050783917307854,"[0.1, 50]"
0,WEAT,0.08036921038034507,"[0.02, 100]"
1,WEATES,0.5045930525448103,"[0.02, 100]"
2,ECT,0.8298156757940006,"[0.02, 100]"
3,RNSB,0.023704194276421946,"[0.02, 100]"
4,RND,0.021839557924854588,"[0.02, 100]"
5,RIPA,0.014815079979598522,"[0.02, 100]"
